Test, Start_Pos, Nodes_Traversed, Time Elapsed
117, [16,11], 382, 18.215844199919957
118, [17,11], 383, 18.311931499949424
119, [18,11], 384, 18.387037399999826
120, [21,11], 400, 19.30313180007215
121, [6,12], 401, 19.12819290007974
122, [9,12], 392, 18.744166299937206
123, [18,12], 404, 21.27589679990342
124, [21,12], 399, 20.342623200107482
125, [6,13], 402, 20.115569399906235
126, [9,13], 391, 18.9439049999055
127, [18,13], 403, 19.469967700064444
128, [21,13], 398, 19.01621869999144
129, [6,14], 403, 19.364636200047244
130, [7,14], 390, 19.480713100048888
131, [8,14], 391, 19.431025599940767
132, [9,14], 392, 19.386085099915363
133, [18,14], 404, 19.842166500031453
134, [19,14], 381, 18.39968719987519
135, [20,14], 382, 18.448036199984926
136, [21,14], 399, 19.28353490007794
137, [6,15], 404, 19.378500899936626
138, [9,15], 393, 18.87691670006825
139, [18,15], 411, 19.871681300155615
140, [21,15], 400, 19.405764400064072
141, [6,16], 407, 19.756369399972755
142, [9,16], 390, 18.800249599982635
143, [18,16], 410, 19.56563890003963
144, [21,16], 381, 18.379982899950846
145, [6,17], 406, 19.40221509987896
146, [9,17], 391, 18.74627249999321
147, [10,17], 388, 18.558325399906607
148, [11,17], 415, 20.085058399938134
149, [12,17], 438, 21.076203500051633
150, [13,17], 437, 21.136906799998542
151, [14,17], 436, 21.074899699888192
152, [15,17], 435, 21.49520880003911
153, [16,17], 434, 21.729628199853323
154, [17,17], 412, 20.046771399949648
155, [18,17], 411, 19.78161030012052
156, [21,17], 380, 18.460864199911157
157, [6,18], 405, 19.79198800002996
158, [9,18], 404, 19.806401700057904
159, [18,18], 431, 20.921504500049195
160, [21,18], 379, 18.614972600091278
161, [6,19], 404, 20.28755079999246
162, [9,19], 403, 20.386161599992192
163, [18,19], 430, 21.75768090003112
164, [21,19], 378, 18.319333400009782
165, [1,20], 410, 19.78518620002069
166, [2,20], 409, 19.633248000176536
167, [3,20], 408, 19.919183700076246
168, [4,20], 407, 19.64110639995488
