Test, Start_Pos, Nodes_Traversed, Time Elapsed
203, [3,23], 405, 19.73540090021561
204, [6,23], 404, 19.45728560013231
205, [7,23], 408, 19.16775419977057
206, [8,23], 409, 19.290931799871032
207, [9,23], 418, 19.94908139995823
208, [10,23], 417, 19.91669959986757
209, [11,23], 418, 20.11895090008329
210, [12,23], 407, 18.91301160011062
211, [13,23], 396, 18.641529500004253
212, [14,23], 397, 19.04995839993353
213, [15,23], 405, 19.664716700099234
214, [16,23], 406, 19.18018390017096
215, [17,23], 406, 19.633833199863147
216, [18,23], 404, 19.258354300109204
217, [19,23], 403, 19.096542900289933
218, [20,23], 404, 20.314406899895403
219, [21,23], 391, 18.860232000093674
220, [24,23], 388, 18.630077000154415
221, [25,23], 389, 19.664486199813837
222, [26,23], 390, 20.36952799980645
223, [3,24], 401, 19.979019199934555
224, [6,24], 404, 21.01841779993265
225, [9,24], 420, 22.0261341999867
226, [18,24], 406, 19.393523099926824
227, [21,24], 393, 18.373719200099004
228, [24,24], 386, 18.391498299846717
229, [3,25], 400, 19.206458099884912
230, [6,25], 406, 18.89230900007533
231, [9,25], 412, 19.607506499982264
232, [18,25], 407, 18.87355640001624
233, [21,25], 408, 18.92197749998013
234, [24,25], 385, 17.756100100079493
235, [1,26], 403, 19.178850600117585
236, [2,26], 403, 18.86878129997058
237, [3,26], 401, 18.56722750003246
238, [4,26], 400, 18.95540610019816
239, [5,26], 408, 19.116698300138523
240, [6,26], 406, 18.999119199776032
241, [9,26], 413, 19.816256000005524
242, [10,26], 413, 20.55463610005245
243, [11,26], 414, 20.237335499899928
244, [12,26], 416, 20.633588100296038
245, [15,26], 423, 19.653598500037333
246, [16,26], 423, 19.954901400102244
247, [17,26], 425, 20.258728200016776
248, [18,26], 408, 19.17297739955393
249, [21,26], 409, 19.139675100108434
250, [22,26], 396, 18.412706200077082
251, [23,26], 388, 18.50497449993418
252, [24,26], 386, 19.067426499765133
253, [25,26], 387, 18.484106699928816
254, [26,26], 388, 18.48768330011808
255, [1,27], 405, 19.1692668000469
256, [12,27], 423, 19.88984730001539
257, [15,27], 421, 20.1319339998372
258, [26,27], 390, 19.0515254001657
259, [1,28], 406, 21.72697510010039
260, [12,28], 422, 20.733561899978667
261, [15,28], 420, 19.913628699949186
262, [26,28], 390, 18.822229900026286
263, [1,29], 406, 19.10132349973719
264, [2,29], 433, 20.11067469984846
265, [3,29], 433, 20.4624010999687
266, [4,29], 431, 20.44235810025566
267, [5,29], 431, 21.43174750014441
268, [6,29], 429, 21.10604320015409
269, [7,29], 429, 21.09227740024653
270, [8,29], 427, 20.28596919983829
271, [9,29], 427, 21.582383700042556
272, [10,29], 425, 21.784123500045098
273, [11,29], 425, 22.38468309995369
274, [12,29], 423, 21.11634970018349
275, [14,29], 423, 19.748642099890276
276, [15,29], 421, 19.4433499996303
277, [16,29], 409, 20.534242400048242
278, [17,29], 410, 19.888487100186467
279, [18,29], 412, 20.75455890005105
280, [19,29], 412, 20.429001400123525
281, [20,29], 414, 21.08220800007257
282, [21,29], 414, 21.13126440007909
283, [22,29], 416, 20.456719899993914
284, [23,29], 416, 20.848968500205956
285, [24,29], 418, 20.017958500116947
286, [25,29], 418, 19.911235899897292
287, [26,29], 420, 20.384650500032876
288, [13,29], 423, 20.780096200061962
