Test, Start_Pos, Nodes_Traversed, Time Elapsed
211, [13,23], 385, 18.91518570005428
212, [14,23], 386, 18.590444399982516
213, [15,23], 394, 19.07219030012493
214, [16,23], 398, 19.2450659999231
215, [17,23], 397, 19.44490109977778
216, [18,23], 396, 19.141920400019444
217, [19,23], 395, 19.25385500001721
218, [20,23], 396, 19.323013999797695
219, [21,23], 384, 18.584313200044562
220, [24,23], 379, 18.32601200001227
221, [25,23], 380, 18.422691899926576
222, [26,23], 381, 18.644995400121843
223, [3,24], 394, 19.017711200176564
224, [6,24], 397, 19.42974849966413
225, [9,24], 408, 20.01712880010018
226, [18,24], 397, 19.148476500042307
227, [21,24], 385, 18.538148299958266
228, [24,24], 378, 18.454427799748373
229, [3,25], 393, 19.06538429995271
230, [6,25], 398, 19.49957790017652
231, [9,25], 401, 19.607217399920046
232, [18,25], 398, 19.21823199991195
233, [21,25], 399, 19.326946899935137
234, [24,25], 377, 18.280578600228182
235, [1,26], 396, 19.226298899928224
236, [2,26], 395, 19.099790299951565
237, [3,26], 394, 19.334770800138358
238, [4,26], 393, 18.93510870015598
239, [5,26], 400, 19.32273429990164
240, [6,26], 399, 19.39770019993739
241, [9,26], 402, 19.654017600158113
242, [10,26], 405, 19.81987039987871
243, [11,26], 406, 20.144939100006013
244, [12,26], 407, 19.93410029993538
245, [15,26], 409, 19.694885299941234
246, [16,26], 410, 19.836171699855186
247, [17,26], 411, 20.132472800098185
248, [18,26], 399, 19.325317800095945
249, [21,26], 400, 19.683660599970608
250, [22,26], 388, 19.21548649991746
251, [23,26], 379, 18.45341670023481
252, [24,26], 378, 18.637701999934507
253, [25,26], 379, 18.389486900116026
254, [26,26], 380, 18.471196599901305
255, [1,27], 397, 19.256932099895494
256, [12,27], 412, 20.165870800075936
257, [15,27], 408, 19.7483868999916
258, [26,27], 381, 18.700574999944365
259, [1,28], 398, 19.28858800013404
260, [12,28], 411, 20.132488999995985
261, [15,28], 407, 19.831840399805515
262, [26,28], 382, 18.627235699867015
263, [1,29], 399, 19.42831789997581
264, [2,29], 422, 20.26550020000286
265, [3,29], 421, 20.296484099635563
266, [4,29], 420, 20.502517300104955
267, [5,29], 419, 20.317726700086496
268, [6,29], 418, 20.031849800005148
269, [7,29], 417, 20.653758900058165
270, [8,29], 416, 20.203291400059243
271, [9,29], 415, 20.065023500093957
272, [10,29], 414, 20.029677700033062
273, [11,29], 413, 20.43131300008099
274, [12,29], 412, 19.827355700093904
275, [14,29], 409, 19.90922850001516
276, [15,29], 408, 19.65921679999883
277, [16,29], 397, 19.16168039989134
278, [17,29], 398, 19.097564300078375
279, [18,29], 399, 19.363700700123445
280, [19,29], 400, 19.455480700009502
281, [20,29], 401, 19.63350000018545
282, [21,29], 402, 19.47829589988396
283, [22,29], 403, 19.48414420021436
284, [23,29], 404, 19.428213800092635
285, [24,29], 405, 19.59269830015546
286, [25,29], 406, 19.48513740013732
287, [26,29], 407, 19.692419000224618
288, [13,29], 410, 19.99895090018981
